Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Airtel,Indoor,4G,5,Satisfactory,31.64803474,74.87521131,Punjab
Airtel,Outdoor,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Vodafone,Indoor,2G,4,Satisfactory,28.3655218,76.8922101,Haryana
RJio,Indoor,4G,5,Satisfactory,20.0035179,85.6442184,Odisha
RJio,Indoor,4G,4,Satisfactory,20.0032325,85.6445116,Odisha
RJio,Outdoor,4G,4,Satisfactory,20.27131674,85.79538937,Odisha
Idea,Indoor,3G,4,Satisfactory,17.35403157,78.41853021,Telangana
Vodafone,Outdoor,3G,2,Satisfactory,10.76847873,79.8444608,Tamil Nadu
RJio,Indoor,Unknown,5,Satisfactory,28.4674634,77.0910136,Haryana
Idea,Indoor,2G,5,Satisfactory,13.32835,75.794585,Karnataka
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,3,Satisfactory,19.20959157,73.18595227,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
RJio,Travelling,4G,1,Satisfactory,17.4059466,78.55578,Telangana
BSNL,Outdoor,Unknown,2,Satisfactory,12.97935862,77.59209292,Karnataka
BSNL,Indoor,Unknown,3,Satisfactory,12.97761795,77.59320943,Karnataka
BSNL,Indoor,Unknown,3,Satisfactory,12.97761795,77.59320943,Karnataka
BSNL,Outdoor,Unknown,2,Satisfactory,12.97761795,77.59320943,Karnataka
BSNL,Outdoor,Unknown,2,Satisfactory,12.97761795,77.59320943,Karnataka
RJio,Outdoor,4G,5,Satisfactory,17.25423957,82.53790922,Andhra Pradesh
RJio,Outdoor,4G,5,Satisfactory,17.25429114,82.53794595,Andhra Pradesh
Idea,Indoor,Unknown,2,Satisfactory,19.239655,73.1189672,Maharashtra
RJio,Outdoor,4G,1,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,4,Satisfactory,26.89308789,75.8269857,Rajasthan
Vodafone,Indoor,Unknown,2,Satisfactory,15.5829135,73.7924617,Goa
RJio,Indoor,4G,1,Poor Network,28.52086945,77.08078126,Haryana
Airtel,Outdoor,4G,3,Poor Network,19.09700089,72.87193849,Maharashtra
Airtel,Travelling,2G,4,Satisfactory,19.09700089,72.87193849,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Indoor,3G,4,Satisfactory,28.6382909,77.0263706,NCT
RJio,Indoor,4G,3,Poor Network,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,22.52372331,88.3462283,West Bengal
Idea,Outdoor,4G,5,Satisfactory,17.38495904,78.47671522,Telangana
Vodafone,Indoor,Unknown,5,Satisfactory,22.5052887,88.4050796,West Bengal
RJio,Indoor,4G,1,Call Dropped,18.9416517,72.8342021,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,8.478203737,76.97156441,Kerala
RJio,Indoor,4G,3,Satisfactory,8.478106088,76.97161102,Kerala
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,20.24196073,85.8413212,Odisha
Idea,Indoor,3G,5,Satisfactory,17.4387103,78.3807737,Telangana
Airtel,Travelling,Unknown,4,Satisfactory,18.88134219,81.350751,Chhattisgarh
Airtel,Travelling,4G,5,Satisfactory,28.58096486,77.15131469,NCT
BSNL,Outdoor,4G,4,Satisfactory,17.93833502,76.23514518,Maharashtra
Airtel,Outdoor,3G,4,Satisfactory,19.0996518,72.8739625,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,22.6958709,88.3972083,West Bengal
RJio,Indoor,4G,4,Satisfactory,12.9911907,77.5495675,Karnataka
RJio,Indoor,4G,1,Call Dropped,-1,-1,
Airtel,Indoor,3G,4,Satisfactory,13.01369404,77.5682495,Karnataka
RJio,Indoor,4G,1,Call Dropped,-1,-1,
Vodafone,Indoor,4G,4,Satisfactory,18.9925807,72.8373261,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,18.9925539,72.8373118,Maharashtra
Airtel,Travelling,4G,2,Satisfactory,28.5661685,77.2826067,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,19.20959157,73.18595227,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.25677601,77.3929186,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,23.25677601,77.3929186,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,18.64419333,73.75516171,Maharashtra
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52866167,77.40002333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.51050833,77.41087,Uttar Pradesh
Idea,Indoor,2G,5,Satisfactory,13.32835,75.794585,Karnataka
Idea,Outdoor,Unknown,5,Satisfactory,13.334105,75.79692667,Karnataka
Airtel,Indoor,3G,4,Satisfactory,28.5083185,77.0832445,Haryana
Airtel,Indoor,3G,4,Satisfactory,28.5084021,77.0832922,Haryana
Airtel,Indoor,4G,3,Poor Network,19.1006372,72.8743322,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,-1,-1,
Airtel,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,28.6667709,77.2136355,NCT
RJio,Indoor,4G,2,Poor Network,17.43750641,78.38938707,Telangana
RJio,Indoor,4G,5,Satisfactory,17.43750641,78.38938707,Telangana
Vodafone,Indoor,2G,4,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,2,Satisfactory,15.5303908,73.8250436,Goa
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Airtel,Indoor,3G,1,Call Dropped,30.915193,75.9214643,Punjab
Airtel,Indoor,3G,1,Satisfactory,30.9116086,75.9240049,Punjab
Airtel,Indoor,4G,1,Call Dropped,30.9116086,75.9240049,Punjab
Airtel,Indoor,3G,1,Poor Network,30.9134077,75.9223427,Punjab
Airtel,Indoor,3G,1,Poor Network,30.9129339,75.923279,Punjab
Airtel,Indoor,4G,1,Poor Network,30.915193,75.9214643,Punjab
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Vodafone,Travelling,4G,2,Satisfactory,-1,-1,
BSNL,Outdoor,4G,4,Satisfactory,17.93833502,76.23514518,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.5929004,73.7941028,Maharashtra
Vodafone,Indoor,Unknown,4,Satisfactory,19.2046931,72.8340392,Maharashtra
Airtel,Travelling,4G,1,Satisfactory,17.734014,83.3182505,Andhra Pradesh
Airtel,Indoor,4G,1,Satisfactory,17.734014,83.3182505,Andhra Pradesh
Airtel,Indoor,2G,1,Satisfactory,17.734014,83.3182505,Andhra Pradesh
Airtel,Indoor,Unknown,1,Satisfactory,17.734014,83.3182505,Andhra Pradesh
Airtel,Indoor,4G,1,Satisfactory,17.734014,83.3182505,Andhra Pradesh
Airtel,Indoor,3G,1,Satisfactory,17.734014,83.3182505,Andhra Pradesh
RJio,Travelling,4G,5,Satisfactory,17.44937798,78.36370927,Telangana
RJio,Indoor,4G,3,Satisfactory,19.20959157,73.18595227,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Indoor,4G,1,Call Dropped,28.60602531,77.36206396,Uttar Pradesh
Idea,Indoor,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,24.8468317,93.02039819,Assam
BSNL,Indoor,3G,5,Satisfactory,24.87888536,93.00709962,Assam
BSNL,Indoor,3G,2,Poor Network,24.87866163,93.00698912,Assam
BSNL,Indoor,3G,5,Satisfactory,24.88582348,93.02783768,Assam
Airtel,Indoor,3G,1,Poor Network,28.14989496,77.33943763,Haryana
BSNL,Indoor,3G,5,Satisfactory,24.88578976,93.02788242,Assam
RJio,Outdoor,4G,3,Satisfactory,-1,-1,
Airtel,Indoor,3G,1,Call Dropped,28.14989496,77.33943763,Haryana
Airtel,Indoor,3G,1,Call Dropped,28.1500892,77.3394688,Haryana
Airtel,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Travelling,4G,5,Satisfactory,-1,-1,
Airtel,Travelling,4G,1,Poor Network,-1,-1,
Airtel,Outdoor,2G,5,Satisfactory,-1,-1,
Airtel,Indoor,2G,5,Satisfactory,-1,-1,
Airtel,Indoor,2G,5,Satisfactory,-1,-1,
Airtel,Indoor,2G,5,Satisfactory,-1,-1,
Airtel,Indoor,2G,5,Satisfactory,-1,-1,
Airtel,Outdoor,2G,5,Satisfactory,-1,-1,
Airtel,Indoor,3G,1,Call Dropped,28.1500892,77.3394688,Haryana
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Vodafone,Indoor,3G,1,Poor Network,28.4982166,77.4027439,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,21.33649333,83.62375833,Odisha
BSNL,Indoor,3G,1,Call Dropped,24.88578976,93.02788242,Assam
Idea,Outdoor,4G,5,Satisfactory,17.38495904,78.47671522,Telangana
Airtel,Indoor,3G,4,Satisfactory,28.5084583,77.0831798,Haryana
RJio,Indoor,4G,2,Call Dropped,18.9415624,72.8342654,Maharashtra
Airtel,Indoor,2G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,21.33579167,83.62385167,Odisha
Vodafone,Indoor,Unknown,4,Satisfactory,22.26251134,73.64766697,Gujarat
Airtel,Indoor,2G,1,Call Dropped,-1,-1,
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,5,Satisfactory,17.43864706,78.37826264,Telangana
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,5,Satisfactory,12.9441728,80.1209456,Tamil Nadu
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
Idea,Outdoor,3G,4,Satisfactory,17.3540815,78.4186356,Telangana
RJio,Outdoor,4G,1,Poor Network,25.76659902,82.09443043,Uttar Pradesh
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Idea,Outdoor,2G,5,Satisfactory,13.334105,75.79692667,Karnataka
RJio,Indoor,4G,2,Poor Network,22.69829687,75.92381787,Madhya Pradesh
Idea,Indoor,3G,1,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Poor Network,25.7665331,82.09438783,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Network,25.76661753,82.09441856,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,17.4240104,78.3332796,Telangana
BSNL,Travelling,3G,2,Call Dropped,24.88578976,93.02788242,Assam
RJio,Outdoor,4G,5,Satisfactory,28.6667709,77.2136355,NCT
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Vodafone,Indoor,2G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,4G,4,Satisfactory,17.5232733,78.509881,Telangana
RJio,Outdoor,4G,1,Poor Network,25.76664291,82.09445046,Uttar Pradesh
Airtel,Outdoor,3G,5,Satisfactory,13.01425742,77.56831023,Karnataka
Airtel,Indoor,4G,1,Call Dropped,13.0379417,77.5890926,Karnataka
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,19.8418546,75.2287066,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Vodafone,Indoor,4G,1,Poor Network,28.4982166,77.4027439,Uttar Pradesh
RJio,Indoor,4G,3,Poor Network,20.9799667,75.5804955,Maharashtra
RJio,Outdoor,4G,1,Poor Network,25.76661209,82.09439617,Uttar Pradesh
Airtel,Indoor,Unknown,3,Poor Network,-1,-1,
BSNL,Travelling,Unknown,5,Satisfactory,23.2033864,80.0058077,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,12.9910394,77.5494522,Karnataka
Vodafone,Outdoor,3G,5,Satisfactory,18.99308,72.8371751,Maharashtra
Airtel,Travelling,Unknown,5,Satisfactory,26.73238504,89.36034796,West Bengal
RJio,Indoor,4G,4,Satisfactory,20.9799667,75.5804955,Maharashtra
RJio,Travelling,4G,1,Poor Network,22.49504249,88.34515382,West Bengal
RJio,Indoor,4G,2,Call Dropped,21.1970766,79.0691158,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,3,Call Dropped,15.4958175,80.0516331,Andhra Pradesh
BSNL,Outdoor,3G,4,Satisfactory,28.65617212,77.22325497,NCT
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,19.8418768,75.2286685,Maharashtra
Airtel,Indoor,3G,1,Poor Network,17.47930039,78.3074921,Telangana
Airtel,Indoor,Unknown,5,Satisfactory,16.77908713,81.32271506,Andhra Pradesh
Airtel,Indoor,3G,1,Poor Network,17.47930039,78.3074921,Telangana
Airtel,Travelling,4G,4,Satisfactory,19.10054711,72.87440286,Maharashtra
Idea,Indoor,3G,5,Satisfactory,18.4986253,73.823666,Maharashtra
Airtel,Outdoor,3G,1,Satisfactory,28.5661685,77.2826067,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Network,20.82284476,85.28426513,Odisha
Airtel,Indoor,3G,5,Satisfactory,13.02951799,80.20900175,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,20.9799667,75.5804955,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.24196073,85.8413212,Odisha
Airtel,Indoor,Unknown,4,Satisfactory,26.89308789,75.8269857,Rajasthan
Airtel,Travelling,4G,5,Satisfactory,12.9580423,77.7076644,Karnataka
Idea,Indoor,2G,1,Poor Network,18.51471924,73.84861769,Maharashtra
Airtel,Travelling,3G,1,Call Dropped,17.67214667,78.176465,Telangana
RJio,Indoor,4G,2,Poor Network,28.52086945,77.08078126,Haryana
RJio,Indoor,4G,5,Satisfactory,16.54439671,81.52458425,Andhra Pradesh
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,26.5845893,89.0184396,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.5845893,89.0184396,West Bengal
Idea,Indoor,3G,5,Satisfactory,18.4986196,73.8236665,Maharashtra
RJio,Indoor,4G,3,Poor Network,12.9913761,77.7294193,Karnataka
RJio,Travelling,4G,5,Satisfactory,20.266458,85.83357157,Odisha
Vodafone,Outdoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,1,Call Dropped,18.49655136,73.81162473,Maharashtra
RJio,Indoor,4G,1,Poor Network,26.5824768,89.0147963,West Bengal
RJio,Indoor,4G,4,Satisfactory,12.9910964,77.5494485,Karnataka
Airtel,Outdoor,4G,4,Satisfactory,11.2415379,77.2338693,Tamil Nadu
Airtel,Outdoor,4G,4,Satisfactory,11.2415379,77.2338693,Tamil Nadu
Vodafone,Indoor,4G,4,Satisfactory,23.75974333,87.87260167,West Bengal
Vodafone,Outdoor,4G,4,Satisfactory,23.75974333,87.87260167,West Bengal
Vodafone,Outdoor,4G,5,Satisfactory,23.75974333,87.87260167,West Bengal
Vodafone,Outdoor,4G,5,Satisfactory,23.75974333,87.87260167,West Bengal
RJio,Indoor,4G,4,Satisfactory,18.7308599,73.678295,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,28.5260953,77.1497441,NCT
Airtel,Indoor,3G,1,Call Dropped,28.5808536,77.1512975,NCT
Airtel,Indoor,3G,4,Satisfactory,17.5232733,78.509881,Telangana
RJio,Indoor,4G,4,Satisfactory,0,0,
RJio,Indoor,4G,2,Call Dropped,0,0,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Airtel,Indoor,4G,1,Call Dropped,28.58082607,77.15146116,NCT
RJio,Indoor,4G,1,Satisfactory,-1,-1,
RJio,Indoor,4G,2,Satisfactory,17.4059466,78.55578,Telangana
Airtel,Indoor,3G,1,Poor Network,17.0046248,81.7681501,Andhra Pradesh
Airtel,Indoor,3G,1,Poor Network,17.0046248,81.7681501,Andhra Pradesh
Airtel,Indoor,2G,1,Poor Network,17.0046248,81.7681501,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,22.4769744,88.3665328,West Bengal
Vodafone,Indoor,3G,1,Poor Network,19.21510033,72.87583952,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.20959157,73.18595227,Maharashtra
Vodafone,Indoor,4G,1,Poor Network,19.21510033,72.87583952,Maharashtra
BSNL,Indoor,2G,1,Poor Network,26.91465213,75.77388733,Rajasthan
RJio,Travelling,4G,5,Satisfactory,22.4707215,88.1023495,West Bengal
Airtel,Indoor,3G,4,Satisfactory,13.02951799,80.20900175,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,22.34793857,73.19754908,Gujarat
RJio,Indoor,4G,3,Satisfactory,19.20959157,73.18595227,Maharashtra
RJio,Outdoor,4G,2,Satisfactory,-1,-1,
RJio,Indoor,4G,1,Poor Network,22.69829687,75.92381787,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,15.4958175,80.0516331,Andhra Pradesh
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,4,Satisfactory,26.89308789,75.8269857,Rajasthan
Vodafone,Indoor,Unknown,4,Satisfactory,22.26251134,73.64766697,Gujarat
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,4,Satisfactory,16.522326,80.645852,Andhra Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,16.5232374,80.6474638,Andhra Pradesh
Airtel,Indoor,3G,4,Satisfactory,28.5083329,77.0832362,Haryana
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,
Airtel,Indoor,2G,1,Poor Network,17.0046248,81.7681501,Andhra Pradesh
RJio,Outdoor,4G,1,Call Dropped,19.1521,72.85603833,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,12.9911054,77.5494833,Karnataka
Vodafone,Outdoor,3G,1,Poor Network,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,18.544157,73.9245843,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,17.25729894,82.54015151,Andhra Pradesh
Airtel,Outdoor,4G,1,Poor Network,17.095785,74.452465,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Idea,Indoor,2G,1,Poor Network,18.5171308,73.8480223,Maharashtra
Vodafone,Indoor,3G,2,Poor Network,28.50003877,77.40758192,Uttar Pradesh
RJio,Indoor,Unknown,3,Poor Network,19.2051186,72.8338501,Maharashtra
BSNL,Indoor,2G,5,Satisfactory,-1,-1,
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,2G,5,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,3,Poor Network,22.48134643,88.31187995,West Bengal
Vodafone,Indoor,3G,3,Poor Network,22.48134643,88.31187995,West Bengal
RJio,Indoor,4G,5,Satisfactory,28.4875492,77.0758276,Haryana
RJio,Indoor,4G,5,Satisfactory,28.4874044,77.0760531,Haryana
Airtel,Indoor,3G,1,Call Dropped,17.0046248,81.7681501,Andhra Pradesh
Airtel,Indoor,Unknown,1,Call Dropped,17.0046248,81.7681501,Andhra Pradesh
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,1,Poor Network,-1,-1,
BSNL,Outdoor,3G,5,Satisfactory,-1,-1,
BSNL,Travelling,3G,1,Call Dropped,-1,-1,
BSNL,Travelling,3G,1,Call Dropped,-1,-1,
BSNL,Indoor,Unknown,2,Poor Network,-1,-1,
BSNL,Indoor,2G,5,Satisfactory,-1,-1,
BSNL,Outdoor,4G,4,Satisfactory,17.93833502,76.23514518,Maharashtra
Idea,Indoor,Unknown,3,Poor Network,17.49166581,78.30826923,Telangana
Airtel,Outdoor,4G,1,Call Dropped,17.67214667,78.176465,Telangana
Idea,Outdoor,4G,3,Satisfactory,18.65229105,73.7933359,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
BSNL,Indoor,4G,1,Poor Network,21.6510968,73.0126103,Gujarat
RJio,Outdoor,4G,1,Satisfactory,-1,-1,
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,17.42296604,78.46156136,Telangana
Idea,Indoor,Unknown,4,Satisfactory,19.4176664,72.818123,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.84191,75.2286906,Maharashtra
Idea,Travelling,4G,1,Poor Network,18.9669081,72.8326534,Maharashtra
Idea,Travelling,Unknown,2,Satisfactory,19.08076956,72.91715889,Maharashtra
RJio,Indoor,4G,4,Satisfactory,26.71272702,88.42830933,West Bengal
Idea,Indoor,2G,1,Poor Network,18.5171308,73.8480223,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
Airtel,Outdoor,4G,5,Satisfactory,12.89608929,77.57023917,Karnataka
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
RJio,Travelling,4G,2,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,21.00398154,75.57691014,Maharashtra
RJio,Indoor,4G,4,Satisfactory,18.7308599,73.678295,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,24.11000907,88.25664696,West Bengal
RJio,Travelling,4G,5,Satisfactory,11.94817369,79.49054494,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,12.00033811,79.517306,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,21.01532931,75.56707929,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,3G,4,Satisfactory,17.5232733,78.509881,Telangana
RJio,Indoor,4G,5,Satisfactory,26.10908462,91.61673626,Assam
Airtel,Travelling,3G,1,Poor Network,19.01334795,72.81438733,Maharashtra
Airtel,Travelling,3G,5,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,5,Satisfactory,16.77921914,81.32272543,Andhra Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,16.77921914,81.32272543,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,12.9911054,77.5494833,Karnataka
Airtel,Indoor,3G,5,Satisfactory,12.89608929,77.57023917,Karnataka
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
BSNL,Indoor,2G,4,Satisfactory,9.4185619,77.4960815,Tamil Nadu
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,3,Poor Network,-1,-1,
RJio,Indoor,4G,5,Satisfactory,12.9672278,77.54285389,Karnataka
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,4,Satisfactory,17.7155039,83.2996069,Andhra Pradesh
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
Airtel,Travelling,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Airtel,Travelling,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Airtel,Travelling,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Airtel,Outdoor,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Airtel,Travelling,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Airtel,Travelling,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Vodafone,Indoor,Unknown,3,Satisfactory,19.2079843,72.9559359,Maharashtra
RJio,Travelling,4G,4,Satisfactory,26.71488728,88.42324682,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,24.83093117,92.80462113,Assam
RJio,Indoor,4G,5,Satisfactory,18.54764223,73.94274913,Maharashtra
Airtel,Outdoor,Unknown,2,Satisfactory,31.5437013,75.9097012,Punjab
RJio,Outdoor,4G,4,Satisfactory,21.01532931,75.56707929,Maharashtra
Airtel,Travelling,4G,4,Satisfactory,-1,-1,
Vodafone,Indoor,3G,1,Call Dropped,28.526085,77.1498452,NCT
RJio,Outdoor,4G,2,Satisfactory,23.58027356,87.27745238,West Bengal
Airtel,Indoor,4G,4,Satisfactory,28.69694732,77.08661281,NCT
Idea,Travelling,Unknown,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
BSNL,Travelling,Unknown,5,Satisfactory,19.18069333,83.02210167,Odisha
Vodafone,Outdoor,3G,5,Satisfactory,18.5513938,73.7913376,Maharashtra
BSNL,Outdoor,Unknown,4,Satisfactory,10.48592606,76.96474444,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,3,Satisfactory,19.20959157,73.18595227,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.2416635,85.84134,Odisha
Airtel,Indoor,3G,4,Satisfactory,28.5084198,77.0833109,Haryana
Airtel,Outdoor,4G,1,Poor Network,28.52086945,77.08078126,Haryana
Airtel,Outdoor,4G,1,Poor Network,28.52086945,77.08078126,Haryana
RJio,Outdoor,4G,2,Poor Network,28.52086945,77.08078126,Haryana
RJio,Outdoor,4G,1,Poor Network,28.52086945,77.08078126,Haryana
RJio,Outdoor,4G,2,Poor Network,28.52086945,77.08078126,Haryana
RJio,Outdoor,4G,2,Poor Network,28.52086945,77.08078126,Haryana
BSNL,Travelling,2G,1,Poor Network,-1,-1,
Airtel,Outdoor,4G,4,Satisfactory,25.26334849,78.46215923,Uttar Pradesh
Airtel,Travelling,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,1,Call Dropped,-1,-1,
